brand,category,condition,description,posted,price,seller_name,shipping,sold
Chronicle Books,"Other,Books,Children's books,Chronicle Books Children's Books",Good,Children’s book about Vincent Van Gogh from the metropolitan museum of art. Vincent’s colors. P6,05/30/19,$8,tkogoods,Free | 2+ days | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,8 books in like new to good condition.,05/31/19,$22,charbar crafts,Free | 3+ days | from Washington,SOLD
HYPERion,"Other,Books,Children's books,HYPERion Children's Books",Good,"This bundle includes three books by Mo Willems and an activity book:

“Don’t Let The Pigeon Drive the Bus!” 
©️2004
(paperback)

“The Pigeon Finds a Hot Dog!” 
©️ 2004 
(hardcover)

“The Pigeon Needs a Bath!” 
©️ 2014
(hardcover)

“Don’t Let The Pige",05/30/19,$20,WheretheSidewalkEnds,Free | from Oregon,SOLD
Star Wars,"Other,Books,Children's books,Star Wars Children's Books",New,"Star Wars: Absolutely Everything You Need to Know Hardcover Book 
BRAND NEW SEALED IN PLASTIC 
2016 Nickelodeon Kids' Choice Award Nominee for Favorite Book!

Star Wars®: Absolutely Everything You Need to Know is crammed with weird & wonderful Star W",05/30/19,$10,Fantastic Finds,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"7 books for babies and toddlers. 
1 book has writing on the front cover and the flap book has crinkles on the flap, see the last pic for these flaws.",05/31/19,$10,Jamie F,Free | from New Jersey,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,Lot of 5 Fly Guy children's books in good used condition.  No rips or tears.,05/31/19,$12,Padovachick12,Free | 3+ days | from Oklahoma,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"These books are for Hannah. 

Friends Forever 3&4",06/01/19,$5,Jessica Pennington,$4.25 | 3+ days | from Wisconsin,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,"Set of 4, New Disney Kids Books by Scholastic Books. Cover is wipeable.
1) 102 Dalmatians
2) Pooh - How To Catch A Heffalump
3) The Jungle Book
4) Dumbo & His New Act
You get all 4 Books",06/01/19,$12,WinterhallStudeaux,$5.25 | 3+ days | from Louisiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"These books all come in a Goosebumps tin case. They are like new, and come from a pet free, smoke free home. They are like new.",06/01/19,$15,Ashlea Olson,Free | from Michigan,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"Goosebumps Most Wanted R.L. Stine Lot Of 10 Books Plus Bonus.

All are in Good to Great Condition

Books 9 and 10 are the Hardcover permabound books.

Number 3 is a special edition and not the actual number 3 that goes with the set.

The Larger Wante",06/01/19,$30,Stephanie D. Barbe,Free | from Virginia,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"10 kids book bundled and ready for summer reading!!! 
New- Big Nate, James Patrerson books X2, Goosebumps, Hooks revenge & Life of Zarf
Light wear- nerds, class dismissed, DoWK
Wear on cover- Diary of a Wimpy Kid 8

Want more bundles like this? Messa",06/01/19,$20,Becca's Bookshelf,Free | from Oregon,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,20 copies of A Case of the Stripes & 20 copies of Giraffes Can’t Dance.,06/01/19,$32,KellaBella,$11.50 | 3+ days | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",New,Junie B. Jones Series.  Excellent condition!  Includes 24 books,06/01/19,$35,Fran M,$16.00 | 2+ days | from New Jersey,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,In good used condition. Titles shown. Will not include ninja Christmas. Will ship media mail.,06/01/19,$8,Spring Cleaning,Free | from New York,SOLD
HarperCollins Publishers,"Other,Books,Children's books,HarperCollins Publishers Children's Books",Like new,"Lot of Pete the Cat Books Lot 
5 Books are NEW and other 2 Books are Used Books 
Great for Beginning Readers, Pre-K, Kindergarten and 1st Grade Level 
Titles are Below 
NEW BOOKS:
Pete the Cat's Groovy Bake Sale Book by James Dean 
Pete the Cat And T",06/01/19,$40,TaraMae1981,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,Set of 7 books shown in good used condition. Will ship media mail.,06/01/19,$14,Spring Cleaning,Free | from New York,SOLD
Mistry's,"Other,Books,Children's books,Mistry's Children's Books",Like new,Great young readers collection. Like new from smoke free home and family. Shipping media mail,06/02/19,$14,acrisman,Free | from Virginia,SOLD
Scout,"Other,Books,Children's books,Scout Children's Books",Like new,A World Of Girls Journey book. Unused,06/02/19,$7,Individual1,Free | 3+ days | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,3 books shown. In guc but for cover of one written on. Will ship media mail. I can read level 1,06/01/19,$8,Spring Cleaning,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"GUC Chapter Book Bundle.  Bad Kitty by Nick Bruel. Lot of 3 books. 
Bad Kitty is a series of American children's books by Nick Bruel, about a housecat named Kitty, who often wreaks havoc about her owner's home. 
FREE shipping. Discounts on multiple p",06/02/19,$9,This and That shop,Free | from Indiana,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,Like new condition Chapter Book Bundle. Lot of 4 books.  Disney The Never Girls by Kiki Thorpe. Books 1-4.    Book 1  - in a blink.  Book 2 - The space between.  Book 3 - a dandelion wish.  Book 4 - from the mist.  FREE shipping.  Discounts on multip,06/02/19,$9,This and That shop,Free | from Indiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"40 books total, still in good condition",06/02/19,$25,AM86,$11.50 | 3+ days | from Illinois,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"12(14) Junie b Jones books, two copies of both first grader cheater pants and first grader (at last!)",06/02/19,$15,carsynscloset,Free | 3+ days | from Washington,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,Diary of a wimpy kid book bundle. All read once. One is a hardcover and the other 2 are paperback.,06/02/19,$10,momof4,Free | from New York,SOLD
Dreamworks Animation,"Other,Books,Children's books,Dreamworks Animation Children's Books",Good,"GUC Dreamworks Trolls Hardcover Book 
Poppy Follows Her Nose.  Storybook.  
FREE shipping.  (Media Mail). Discounts on multiple purchases.",06/02/19,$7,This and That shop,Free | from Indiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"GUC Chapter Book Bundle.  Lot of 10 goosebumps books. Goosebumps by R.L. Stine. 
Ghost beach, the horror at camp jelly jam, night of the living dummy III, Reader be where you choose the scare - #13 scream of the evil genie, you can’t scare me, the he",06/02/19,$15,This and That shop,Free | from Indiana,SOLD
Vintage,"Other,Books,Children's books,Vintage Children's Books",Fair,"Where’s Waldo 1st Edition 1987 Banned Version
Find Waldo Now 1st Editon 1988 
Great Waldo Search 1st Edition 1989

Please see pics! Overall good shape but there is a rip in the first page of 1, and a few other page issues so please see pics! Priced w",06/03/19,$20,Jm5155- @rbprogolf,Free | from Pennsylvania,SOLD
National Geographic,"Other,Books,Children's books,National Geographic Children's Books",Like new,"Lot of 2 National Geographic books. Wild Animals Atlas & Little Kids First Big Book of Why. Both are like new.

If interested in anything else please lmk so I can combine when shipping! Thanks for looking.",06/03/19,$15,Amandalyn09,$9.90 | 3+ days | from Pennsylvania,SOLD
Homeschool,"Other,Books,Children's books,Homeschool Children's Books",Like new,Abeka progressive readers. 12 total paperback books. Begins with letter recognition and progresses to basic sentences. These pics are from an opened set. Will ship an identical nwot set that remains unopened to buyer.,06/03/19,$9,Diamond,Free | 3+ days | from Virginia,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"6 books in very good used condition 
Pfsf & cross posted 
Bin B1",06/03/19,$16,AspynAvenue,Free | from Arizona,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"7 paperbacks. Gently used 
Good used condition",06/03/19,$10,Wendy,Free | from North Carolina,SOLD
Osborne,"Other,Books,Children's books,Osborne Children's Books",Good,"The Usborne First Picture Dictionary Book
A First Alphabetical Word Book
Please Remember these Books are Used Books and are not sparking New 
This Book does have a name in it at Beginning of book 
This Book does have normal wear but still in Good Rea",06/03/19,$6,TaraMae1981,Free | from Florida,SOLD
Teenage Mutant Ninja Turtles,"Other,Books,Children's books,Teenage Mutant Ninja Turtles Children's Books",Good,"3 paperbacks
Gently used condition",06/03/19,$6,Wendy,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"Love You Forever Children's Book by Robert Munsch 
Excellent Condition 
Great for Beginning Readers, Kindergarten, 1st and 2nd Grade 
Please Remember these Books are Used Books 
Please Note I do ship all Books by Media mail and I do not Shipped out o",06/03/19,$5,TaraMae1981,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,6 books. Like new condition.,06/03/19,$12,Wendy,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"4 paperbacks. Gently used 
Nazi invasion 
9/11/2001
Shark attack
Pearl Harbor",06/03/19,$12,Wendy,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"All are gently used paperbacks 
5 books",06/03/19,$10,Wendy,Free | from North Carolina,SOLD
Random House,"Other,Books,Children's books,Random House Children's Books",Like new,"Oh, the Places You""ll Go! 

Graduation Keepsake Edition with pages in the back to sign and record memories

Great for graduation kg, 8th, 12, College",06/03/19,$10,Sighydah,Free | from Illinois,SOLD
Winnie The Pooh,"Other,Books,Children's books,Winnie The Pooh Children's Books",Like new,"6 Hardbacks- small books
Excellent condition",06/03/19,$10,Wendy,Free | from North Carolina,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,"This is a unique hardcover cutout front copy with bright glossy color illustrated pages. Excellent condition with minimal wear.

** I am always willing to discount bundles. Please check out our other  available listings  to create the perfect bundle ",06/03/19,$10,Gemini's Bookshelf,Free | from New York,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,Selling for my kiddos 2 horrible harry 2 Arthur and 2 flat stanleyexcelleny condition books,06/04/19,$8,Hidden Treasures,Free | from Colorado,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,60 reading level books A-D,06/04/19,$30,jpol,Free | 2+ days | from New York,SOLD
Simon & Schuster,"Other,Books,Children's books,Simon & Schuster Children's Books",Like new,"5 Bear Books by Karma Wilson-Like-New 
Includes paperback books-mini
Bear Snores On 
Bear Wants More 
Bear's New Friend 
Bear Feels Sick 
Bear says Thanks",06/03/19,$10,Paula's toys,$4.25 | 3+ days | from New York,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,"This is for the DISNEY BEDTIME STORYBOOK COLLECTION (book in the top right corner). Table of contents is posted. Book is like new. Add another storybook to this listing for $6 more, message me before purchasing to do this.",06/03/19,$11,Becca's Bookshelf,Free | from Oregon,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",Good,"GUC Book Bundle.  Lot of 7 books.
The cat in the hat, A Fly Webt by, Go, Dog.Go!, Green Eggs and Ham, Dr. Seuss’s ABC, If I ran the circus, The Nose Book.  All hardcover.  FREE shipping(media mail).  Discounts on multiple purchases",06/05/19,$13,This and That shop,Free | from Indiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"All books in great condition.
LEGO Ninjago Attack of the Nindroids
Melanie Watt Scaredy Squirrel
The Gym Teacher From The Black Lagoon By Mike Thaler
All Books are 2nd to 3rd Grade Reading Level.",06/04/19,$10,Jamiex3Lynn143,Free | from New York,SOLD
Books with Style,"Other,Books,Children's books,Books with Style Children's Books",New,"I DO NOT SHIP TO PO BOXES 

• Brand New Pat the Bunny Lids Book
• Sealed in Plastic Case",06/05/19,$5,Kawaii Toys,Free | from California,SOLD
Bubble Guppies,"Other,Books,Children's books,Bubble Guppies Children's Books",Like new,"3 books in 1- BRAND NEW
Fin-tastic field trip",06/05/19,$10,Wendy,Free | from North Carolina,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,"9 boxcar children books 
#18
#35
#24
#36
#6 
#43
#25
#23
#37 
All of these have a price tag on them but are in pretty decent condition",06/05/19,$8,pinkrangerr93,Free | from Michigan,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,1 paperback picture book and 1 audio CD for the book I'm Bored!,06/05/19,$6,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD for the book Bear's Loose Tooth,06/05/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Books with Style,"Other,Books,Children's books,Books with Style Children's Books",New,"I DO NOT SHIP TO PO BOXES!!!

• New Little Blue Truck Kids Book",06/05/19,$6,Kawaii Toys,Free | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD for the book A Pocket Full of Kisses.,06/05/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"2 paperback picture books and one audio CD for the book Where's the Big Bad Wolf? CD not opened, books have no writing.",06/05/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,2 paperback picture books and one audio CD for the book I Like Myself.,06/05/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",New,Disney Haunted Mansion picture book with CD. Like new.,06/03/19,$5,isaboopboop,$4.25 | 2+ days | from California,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Fair,2 paperback picture books and one audio CD.,06/05/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Disney Princess,"Other,Books,Children's books,Disney Princess Children's Books",Like new,"Unique hardcover book that helps teach your little one how to tie her shoes.

Very good condition with light to minimal wear",06/05/19,$7,Gemini's Bookshelf,Free | from New York,SOLD
Homeschool,"Other,Books,Children's books,Homeschool Children's Books",Good,"Reserved for Ritta23
Thanks so much!



12 pages used of the basic kindergarten 96 pages
And 20 pages marked of everything for early learning",06/06/19,$15,Patience,Free | from Minnesota,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,"2 paperback picture books and one audio CD for the book Never, Ever Shout in a Zoo.",06/05/19,$7,Shannon Ayrish Booys,Free | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Good,45 sets of Listening Centers with 2 paperback picture books and 1 audio CD per set. The pictures don't show all the titles.,06/05/19,$295,Shannon Ayrish Booys,Free | from Florida,SOLD
Dr. Seuss,"Other,Books,Children's books,Dr. Seuss Children's Books",New,10 books all new for $15,06/05/19,$15,Jphoto,$5.25 | 3+ days | from Florida,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,“Who was..?” Biography Books for children. 25 for all or 3 dollars each,06/06/19,$25,jbilal,Free | 3+ days | from Louisiana,SOLD
Scholastic,"Other,Books,Children's books,Scholastic Children's Books",Like new,"In like new condition. Read once. See photos. Paid $5.99 each for them. Great books! Perfect for 2nd-3rd grade.

I bundle, so you can save $$$!!!",06/06/19,$10,Hannah’s Closet,Free | 2+ days | from California,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Like new,"3 large hardcover Look and Find Books in great condition!
Includes DISNEY FRIENDS AND FOES, PAW PATROL, and THE LION KING GUARD.

From a smoke free home

Looking for more books?  Message me or check out my inventory!

Thank you!",06/06/19,$16,jessicamoris3,Free | from Pennsylvania,SOLD
Disney,"Other,Books,Children's books,Disney Children's Books",Good,"Euc Winnie The Pooh Library 
You get exactly what’s shown 

Smoke free home",06/06/19,$10,ThisAndThat,Free | from Oregon,SOLD
